name_vacancy,salary,name_company,location_company,location_company_link,required_experience,busyness,description,key_skills,vacancy_url

Продакт-менеджер (автоматика),з/п не указана,EKF,"Отрадное, Москва, Отрадная улица, 2Б",https://hh.ru/search/vacancy/map?vacancy_id=50536661&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Мониторить конкурентов. Участвовать в формировании ассортиментного плана. Вести переговоры (переписку) по всем стадиям разработки и производства ассортимента. Контролировать и сопровождать...Из личного мы ждем: драйва и гибкости на пути к результату, умения узнавать потребности и достигать целей, помогая людям их...",Английский язык Проведение презентаций Ориентация на результат Работа в команде Обучение и развити,https://hh.ru/vacancy/50536661?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Продакт-менеджер,з/п не указана,ООО МедБизнесКонсалтинг,"Новокузнецкая, Москва, Садовническая улица, 20с2",https://hh.ru/search/vacancy/map?vacancy_id=54256950&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Обязанности:  Поддержание в актуальном состоянии информации о лабораторных продуктах компании; Разработка рекламных и информационных материалов по продуктам, информации для сайта компании по товарным группам; Участие в проведении мероприятий по продвижению продуктов компании, оказание экспертного содействия менеджерам по продажам; Организация и проведение обучения отдела продаж и врачей-консультантов по методикам; Участие в создании маркетинговых коммуникаций по продукту (формирование брифа для соответствующих функций продукта); Рыночный анализ и анализ портфеля/продуктовых активностей конкурентов.  Требования:  Высшее образование - медицина, биология и смежное. Медико-биологический факультет - как преимущество Отличное знание продуктовой линейки клинико-диагностической лаборатории по направлениям: КДЛ, ПЦР, бактериология; Опыт работы в медицинской организации (лечебной или образовательной). Опыт работы в IVD / маркетинг – как преимущество Навыки работы с презентациями.  Условия:  Оформление согласно ТК РФ График работы 5/2 (с 9.30 до 18.00) Конкурентная официальная заработная плата (по результатам собеседования) Возможности профессионального и карьерного роста Интересные и амбициозные задачи Дружный коллектив профессионалов Месторасположение компании: м. Новокузнецкая ",,https://hh.ru/vacancy/54256950?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер по продукту,з/п не указана,ООО ГПМ РТВ,Москва,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Разработка продуктовой стратегии на год и ее реализация в соответствии с бизнес стратегией компании по всем существующим каналам. Высшее техническое образование. Практические знания программных продуктов zoom, skype, и иных систем видеоконференцсвязи (ВКС). Опыт внедрения ВКС. Стремление к личностному...",Ведение переговоров Заключение договоров Телефонные переговоры Деловая переписка Делопроизводство Трудовое законодательство РФ Анализ рынка Контроль Знание 1 С Документооборот Серви,https://hh.ru/vacancy/54787819?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

"Менеджер по продукту (сыр, масло)",з/п не указана,АШАН Ритейл Россия,"Медведково, Мытищи, Осташковское шоссе, 1",https://hh.ru/search/vacancy/map?vacancy_id=54449758&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Разработка продуктовой стратегии на год и ее реализация в соответствии с бизнес стратегией компании по всем существующим каналам. Высшее техническое образование. Практические знания программных продуктов zoom, skype, и иных систем видеоконференцсвязи (ВКС). Опыт внедрения ВКС. Стремление к личностному...",Французский — A2 — Элементарный Английский — B1 — Средни,https://hh.ru/vacancy/54449758?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Продакт-менеджер швейного производства,от 80 000 руб. на руки,ООО КОТМАРКОТ,"Москва, Ферганская улица, 8А",https://hh.ru/search/vacancy/map?vacancy_id=55142743&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","В КРУПНЫЙ ТОРГОВО-ПРОИЗВОДСТВЕННЫЙ ХОЛДИНГ КОТМАРКОТ ТРЕБУЕТСЯ ПРОФЕССИОНАЛЬНЫЙ ПРОДАКТ- МЕНЕДЖЕР ПО НАПРАВЛЕНИЮ ШВЕЙНОЕ ПРОИЗВОДСТВО (ДЕТСКАЯ И ЖЕНСКАЯ ОДЕЖДА). Проф навыки:  Анализ рынка и внешней среды Знание современной модной индустрии, мировых модных тенденций Знание основ моделирования и конструирования одежды (коллекций одежды) Знание основных требований к сырью, материалам и готовой продукции, оборудованию швейного производства Опыт выстраивания бренд стратегии Выполнение маркетинговых и продуктовых KPI Опыт построения бренда и коммуникаций Опыт анализа кономических показателей (продажи, с/с, рентабельность, доля рынка, дистрибуция и пр.) Знание методов управления ассортиментом и массовым производством Знание потребительской психологии  Обязанности:  Управление проектами разработки коллекции одежды Расчет закупочной стоимости и количества материалов для отшива коллекции Ценообразование, бюджетирование Работа с производственным графиком и производственной матрицей по сезонам Размещение коллекций на производстве Техническая документация  Требования к личным качествам:  Клиентоориентированность, работа с заказчиком, переговоры, презентации Профессиональная коммуникация Тайм-менеджмент, рациональная организация рабочего процесса Многозадачность, умение вести несколько проектов параллельно Личная ответственность за результат Выработка и принятие управленческих решений Лидерство: постановка задач, делегирование, контроль исполнения Создание команды, мотивация и развитие сотрудников Нетворкинг, наличие широких контактов в индустрии Саморазвитие, повышение своего профессионального уровня  Условия 1. Интересная работа в дружном коллективе 2. Перспективы карьерного и финансового роста 3. ЗП по результатам собеседования. Выплата без задержек 2 раза в месяц 4. Оформление по ТК 5. Адрес офиса ул. Ферганская д 8А Бизнес-центр Ферганский (метро Выхино, Рязанский проспект или Юго-Восточная) 6. Оптимальная рабочая нагрузка - наши сотрудники приходят в 9-00 и уходят домой в 18-00   ЖДЕМ ВАС В НАШЕМ КОЛЛЕКТИВЕ!!!  ",Ведение переговоров Управление проектами Деловая коммуникация Анализ продаж Тайм-менеджмен,https://hh.ru/vacancy/55142743?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Продакт-менеджер (инструмент),з/п не указана,EKF,"Отрадное, Москва, Отрадная улица, 2Бс9",https://hh.ru/search/vacancy/map?vacancy_id=55214294&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Мониторить конкурентов. Участвовать в формировании ассортиментного плана. Вести переговоры (переписку) по всем стадиям разработки и производства ассортимента. Контролировать и сопровождать...Из личного мы ждем: драйва и гибкости на пути к результату, умения узнавать потребности и достигать целей, помогая людям их...",Ведение переговоров Заключение договоров Проведение презентаций Работа в команде Организаторские навык,https://hh.ru/vacancy/55214294?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Аналитик по товародвижению / Менеджер по продукту,з/п не указана,VASSA&Co,Москва,,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Российский дизайнерский бренд будет рад принять в свою команду активного, творческого и любящего свое дело профессионала. Обязанности:  Подготовка ассортиментных матриц (еженедельная проверка, update), проверка out of stock Управление товарным запасом, контроль товара; Сезонное/годовое сравнение и корректировка бюджета производства с фактом производства; Формирование и обновление отчетов по товародвижению и иных сравнительных отчетов; Формирование предложения для товарного обновления магазинов, первичное распределение; Взаимодействие с ОТК по вопросам брака и уценки; Взаимодействие со складом готовой продукции по вопросам поставок; Оптимизация бизнес-процессов по вверенному направлению;  Основные требования:  Высшее образование Опыт работы от 3 лет в сфере Fashion в аналогичной должности обязателен Опыт работы в сегменте Premium/Lux предпочтителен; Стрессоустойчивость; Креативность, нацеленность на результат, умение работать в команде. Отличное знание программ MS Office; Excel- на высоком уровне.  Условия:  График работы – 5/2, с 10.00 -19.00; Тип занятости: Полная занятость, полный день; Уровень дохода обсуждается с успешным кандидатом; Скидки на продукцию компании; Оформление по ТК РФ.  Просим указать ваши зарплатные ожидания в сопроводительном письме.",Английский — B1 — Средний Аналитика Розничная и оптовая торговля Управление товарными запасами Контроль и анализ ценообразования Fashion & luxury Стрессоустойчивость Работа в команд,https://hh.ru/vacancy/55104516?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер по продукту (Видеонаблюдение),з/п не указана,ПАО Ростелеком,"Проспект Вернадского, Москва, проспект Вернадского",https://hh.ru/search/vacancy/map?vacancy_id=50720992&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Обеспечение видео контроля соблюдения требований безопасности и выявление мошеннических операций. Выявление сомнительных операций в учетной программе и проверку их по...Знание и понимание принципа работы систем видеонаблюдения. Уверенный пользователь ПК, MS Office, 1C, Excel, IIKO. Опыт работы приветствуется.",Деловая переписка Деловая коммуникация Подготовка презентаци,https://hh.ru/vacancy/50720992?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Продакт-менеджер,от 40 000 до 100 000 руб. на руки,ООО СибМарин Трейд,"Красноярск, улица 60 лет Октября, 90",https://hh.ru/search/vacancy/map?vacancy_id=54758893&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ГК СибМарин занимается комплексным обслуживанием Флота: проектирование, поставка оборудования, монтаж, гарантийный и постгарантийный ремонт. Мы объединяем людей и компании, применяя современные технологии направленные на обеспечение высокого уровня безопасности судоходства в России. С целью расширения бизнеса, Компания приглашает к сотрудничеству и рассмотрит резюме кандидатов. Рассматриваем кандидатов с опытом и без опыта работы. Обязанности: Обеспечивать развитие бизнеса Компании по продажам судового электротехнического оборудования, через предоставление услуг проектирования, согласования и производство “под ключ” пультов управления судном (ПУС), электрораспределительных щитов (ЭРУ), электрических щитов (ГРЩ, АРЩ). · Наработка клиентской базы · Выстраивание, поддержание и развитие долгосрочных отношений с клиентами · Развитие клиентов · Проектные продажи Требования: Ответственный подход к выполнению обязанностей; Внимание к деталям; Пунктуальность; Аккуратность; Умение находить общий язык с коллективом; Желание перенимать передовой опыт; Умение мыслить нестандартно и слажено действовать в критических ситуациях.",Английский — A1 — Начальный Клиентоориентированность Холодные продажи Развитие продаж Работа в команде Навыки прода,https://hh.ru/vacancy/54758893?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Продакт-менеджер/Бренд-менеджер,з/п не указана,Мясницкий ряд,Одинцово,,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Разработка и вывод на рынок новых продуктов (планирование и реализация NPD). Разработка продукта включая Подготовку ТЗ, выбор технологии производства и...Высшее образование (желательно технология пищевого производства). Аналогичный опыт работы не менее 3-х лет (продукты питания). Опыт разработки продуктов с...",Бренд-менеджмент Разработка нового продукта Запуск нового бренда Запуск новых продукто,https://hh.ru/vacancy/52817038?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Продакт-менеджер,от 45 000 до 60 000 руб. до вычета налогов,ООО Торговый Дом Медицина Плюс,"Иваново, Подгорный переулок, 5",https://hh.ru/search/vacancy/map?vacancy_id=48906917&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Сегодня за нашими плечами 17 лет развития, роста и результата. Благодаря нашим сотрудникам мы стали лидерами продаж на рынке медицинской одежды. Наша компания активно развивается и ставит перед собой амбициозные цели. Сейчас мы приглашаем в нашу команду продакт - менеджера. Чем Вам предстоит заниматься: - Создание продукта (одежда),оценка его себестоимости; - Определение потребностей клиента; - Организация презентаций продукта; - Вывод на рынок и дальнейшее продвижение продукта; - Изучение спроса и предложения аналогичных продуктов на рынке; - Анализ деятельности конкурентов; - Наблюдение за положением продукта на рынке, анализ продаж. Требования: - опыт работы менеджером продукта либо в сфере маркетинга; - Знание принципов мониторинга цен конкурентов; - Развитые аналитические способности; - Хорошие коммуникативные навыки; - Продвинутый пользователь MS Office (преимущественно Excel); - Нацеленность на результат. Мы предлагаем: - Работа в стабильной развивающейся компании; - График работы 5/2, выходные - суббота и воскресенье; - Комфортный офис центре города.",Маркетинговый анализ Ценообразование Продвижение бренда Аналитические исследовани,https://hh.ru/vacancy/48906917?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Байер женской и мужской одежды ТМ ABRICOT (Продакт-менеджер),з/п не указана,ООО Абрико,деревня Рассказовка,https://hh.ru/search/vacancy/map?vacancy_id=54946668&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Обязанности:  Высшее образование Английский язык - уровень ведения переговоров Знание Китайского языка приветствуется Обязателен опыт работы байером (закупки) в зарубежном бренде одежды Обязателен опыт работы с женской и мужской одеждой  Навыки отбора коллекций, формирование продуктовой матрицы, хорошая ориентация в масс маркет одежды среднего и выше среднего уровня, опыт и личная инициатива регулярного отслеживания модных тенденций из разных источников Формирование ассортиментной матрицы по группам товара Разработка стратегии развития модельного ряда Опыт работы с фабриками, разработкой коллекции одежды и ценообразованием, поиск новых производителей Наличие хорошего вкуса и чувства стиля в одежде Личная харизма, развитые лидерские качества, умение дипломатично и убедительно вести переговоры целеустремленность, ответственность, коммуникабельность, способность работы в режиме многозадачности, стрессоустойчивость, желание расти и развиваться  Требования:  Полное управление и глубокий вклад в процесс создания коллекции по категориям - концепции, линейный план, , ассортиментный план, брифинг по продукту, дизайн, технический дизайн; Взаимодействие с фабриками: разработка, дизайн и другими функциями, такими как соурсинг, обеспечение качества производства, категорийный менеджмент, ценообразование; Проведение анализа рынка присутствия (в т.ч. другие страны) и тенденций во всех каналах продаж: собственные каналы (омни, онлайн и оффлайн), магазины/сайты/моб. приложения конкурентов, маркетплейсы, новые каналы и способы продаж; Регулярное посещение магазинов (своих и конкурентов), встречи с клиентами; Работа с обратной связью клиентов по странам присутствия и всем каналам продаж: розница, интернет-магазин, маркетплейсы; Анализ конкурентной среды (товар, уровень цен, дизайн, новинки); Оценка истории продаж, текущей эффективности и будущего потенциала; Покупка прототипов для собственной разработки; Выбор тканей, цветов, фурнитуры и стиля и т.д.; Контроль графика разработки, производственного календаря и отгрузок; Сотрудничество со всей командой для создания коллекций, разработки товара на достижение высоких бизнес результатов;  Условия:  Заработная плата по результатам собеседования Оформление, оплата отпусков и больничных в соответствии с ТК РФ Скидки на всю продукцию компании Стильный офис   Дружный коллектив Местонахождение компании: м. Рассказовка (5 мин. пешком) ",Ведение переговоров Анализ конкурентной среды Организаторские навыки Анализ рынка Английский язы,https://hh.ru/vacancy/54946668?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Продакт-менеджер,з/п не указана,Диагностические системы Сибири,"Красноярск, улица Партизана Железняка, 16Д",https://hh.ru/search/vacancy/map?vacancy_id=55110918&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Обязанности:  Заполнение технической части тендерной документации для участия в торгах Продвижение реализуемого медицинского лабораторного оборудования, наборов реагентов и расходных материалов во время посещений клиентов, демонстраций продукции, семинаров и выставок Подготовка рекламно- информационных материалов, ключевых сообщений, презентаций по оборудованию и продукции Анализ работы конкурентов Работа с номенклатурными наименованиями Поддержка и консультирование отдела продаж Сбор и актуализация информации по реализуемому медицинскому лабораторному оборудованию, наборов реагентов и расходных материалов: технические характеристики, функции, преимущества, опыт использования, отзывы клиентов. Анализ рынка медицинского лабораторного оборудования: тенденции развития, потребности, конкурентный анализ.  Требования:  Образование высшее медицинское, биохимическое, биологическое или фармацевтическое. Приветствуется опыт в области гос. закупок. Готовность к кратковременным командировкам.  Условия:  Достойная заработная плата (при собеседовании). Полный соц. пакет. Обучение и тренинг. ",Анализ рынка Сбор и анализ информации Презентационные навыки Умение работать в команд,https://hh.ru/vacancy/55110918?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

"Продакт-менеджер ""Рабочая обувь""",з/п не указана,Комус,"Авиамоторная, Москва, проезд Завода Серп и Молот, 10",https://hh.ru/search/vacancy/map?vacancy_id=50021945&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","Мониторить конкурентов. Участвовать в формировании ассортиментного плана. Вести переговоры (переписку) по всем стадиям разработки и производства ассортимента. Контролировать и сопровождать...Из личного мы ждем: драйва и гибкости на пути к результату, умения узнавать потребности и достигать целей, помогая людям их...",Грамотная речь Анализ рынка B2B Продажи Управление продажами Развитие прода,https://hh.ru/vacancy/50021945?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

"Продакт-менеджер направления ""Декор""",з/п не указана,Улыбка радуги,"Санкт-Петербург, Московский проспект, 158Б",https://hh.ru/search/vacancy/map?vacancy_id=54032486&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Поиск и разработка продукта в соответствии с поставленным техническим заданием. Поиск контрактных производителей, проведение тендера, аудит производств. Организация потребительского тестирования...Высшее образование. Знание английского языка на уровне Upper Intermediate. Уверенный пользователь ПК (Microsoft Office). Опыт в области разработки косметических продуктов...",Ценообразование Ведение переговоров Закупки Английский язык Работа с поставщиками Планирование закупо,https://hh.ru/vacancy/54032486?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Fashion Buyer/Продакт-менеджер (в г. Ростов-на-Дону),з/п не указана,"Elis, Группа компаний","Ростов-на-Дону, Нахичевань, улица 20-я Линия, 4",https://hh.ru/search/vacancy/map?vacancy_id=55122193&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день",Работа на токарных станках (ДИП 300/ДИП 500/16к20).Наличие документов подтверждающих квалификацию.,Ведение переговоров Анализ продаж Работа с поставщиками Анализ ассортиментной линейк,https://hh.ru/vacancy/55122193?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Менеджер подготовки проектов / продакт менеджер,от 70 000 руб. на руки,ТрэйдПлюс,"Кунцевская, Кунцевская, Славянский бульвар, Москва, Дорогобужская улица, 14",https://hh.ru/search/vacancy/map?vacancy_id=54880966&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","Обязанности:  Работа в 1С Взаимодействие с производителями / дистрибьюторами / поставщиками: запрос КП, технического задания и тд. Подготовка коммерческих предложений, технического задания.  Требования:  Знание ПК на уровне уверенного пользователя Знание рынка медицинских изделий и оборудования    Условия:  Белая заработная плата: оклад на испытательный срок 50 000 рублей на руки + премия после успешного прохождения испытательного срока З/п после испытательного срока -70 000 рублей. Оформление по ТК РФ -официально. Чёткие и интересные цели, работа на результат Возможности для самореализации, карьерного роста, открытия новых направлений Прекрасная возможность для обучения и дальнейшего профессионального роста Дружный, надёжный и высокопрофессиональный коллектив График работы: 5/2‚ пн-пт.‚ с 10.00 до 18.00 ",Целеустремленность Работоспособност,https://hh.ru/vacancy/54880966?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

Специалист по продукту (младший продакт-менеджер),от 50 000 до 70 000 руб. на руки,Русклимат,"Водный стадион, Москва, Нарвская улица, 21",https://hh.ru/search/vacancy/map?vacancy_id=54847287&hhtmFrom=vacancy,Требуемый опыт работы: 1–3 года,"Полная занятость, полный день","ТПХ ""РУСКЛИМАТ"" – Компания с историей успеха в 26 лет, ведущий производитель и дистрибьютор климатического, отопительного и вентиляционного оборудования. МЫ СЕГОДНЯ:  команда единомышленников численностью более 5000 человек; номенклатура продукции свыше 70 000 единиц; 100 000 м? складских помещений; 109 филиалов в 81 субъекте РФ; 6 собственных современных заводов.  СОТРУДНИКИ - залог нашего успеха. Мы создали все условия для профессионального и личностного развития. Приглашаем Вас стать частью дружной и динамичной команды.   Обязанности: Направление - котельное оборудование.   Занесение карточек продукта в базу;   Внесение и корректировка цен в базе;   Генерирование штрих-кодов;   Квотирование товара;   Организация перемещения товара;   Установка группы планирования по всем ТГ Вендорное оборудование;   Актуализация АМ;   Ведение документооборота;   Организация актуализации информации в CRM о состоянии витрин ;   Контроль обновления информации в CRM о состоянии витрин ;   Создание и актуализация прайс-листов, листов соответствия;   Корректировка информации на сайтах;   Заполнение карточек, подготовка файлов для внесения новой номенклатуры на все сайты;   Отслеживание ошибок и недочетов по сайтам ;   Заливка на сайт полной информации по новым продуктам;   Формирование отчета по Ликвидации;   Установка признак ""Ликвидация"";   Заливка ликвидационных цен в программу.   Требования:  Уверенный пользователь 1C, Excel; Релевантный опыт работы от 2х лет (желательно), но готовы обучать; Личные качества: открытость, энергичность, стремление к обучению и самообучению, целеустремленность, работа на результат.  Условия:  Собственный офис: м. Водный стадион (12 минут пешком); График 5/2, с 10.00 до 19.00; Работа с известными брендами (Electrolux, Mitsubishi, Ballu, и.т.д.); Оформление по ТК РФ (с первого дня работы), оплачиваемый отпуск, больничный; Достойный уровень дохода (оклад и бонус по результатам работы, обсуждается с успешным кандидатом индивидуально); Корпоративные мероприятия и специальные предложения для сотрудников компании от партнеров: фитнес, обучение; Развитие внутри компании: корпоративная электронная библиотека, дистанционное обучение; Корпоративная поликлиника, кафе на территории офиса; Скидки на продукцию компании; Молодой и активный коллектив; Возможность карьерного роста в крупной стабильной компании. ",Аналитическое мышление Обучение и развитие Навыки переговоро,https://hh.ru/vacancy/54847287?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager

"Ведущий продакт-менеджер (увлажнители, очистители воздуха и рециркуляторы)",з/п не указана,Русклимат,"Водный стадион, Москва, Нарвская улица, 21",https://hh.ru/search/vacancy/map?vacancy_id=54767950&hhtmFrom=vacancy,Требуемый опыт работы: 3–6 лет,"Полная занятость, полный день","ТПХ ""РУСКЛИМАТ"" – Компания с историей успеха в 25 лет, ведущий производитель и дистрибьютор климатического, отопительного и вентиляционного оборудования. ОБЯЗАННОСТИ: Направление - увлажнители, рециркуляторы и очистители воздуха.  Формирование ассортиментного портфеля, разработка новых продуктов, поиск поставщиков; Ведение продуктовой, коммерческой и маркетинговой составляющих продукта; Обеспечение выполнения плана по обороту и прибыли; Анализ конкурентоспособности своего ассортимента, технико-коммерческие сравнения с конкурентами; Ценообразование; Создание и внедрение инструментов продаж для сбытовых структур: подготовка и проведение презентаций продуктов, запуск PR-акций; Управление продажами, анализ и развитие географии продаж/обеспечение максимального присутствия продуктовой линейки на территориях; Управление товарными запасами, составление квот по подразделениям компании.  ТРЕБОВАНИЯ:  Успешный опыт работы на аналогичной должности от 3-х лет; Опыт создания, запуска на рынок и последующее управление продуктом/ маркой/ брендом, опыт продвижения продукта/ бренда/ категории; Опыт планирования (составление плана продаж / закупок); Опыт управления запасами (распределение, распродажи, дефицит/ профицит и т.д.); Успешный опыт публичных выступлений, проведения обучения, презентаций, семинаров; ПК – уверенный пользователь (MS Office, 1C, Power Point); Умение вести переговоры; Личные качества: открытость, энергичность, стремление к обучению и самообучению, целеустремленность, работа на результат.    УСЛОВИЯ:  Собственный офис: м. Водный стадион (12 минут пешком); График 5/2, с 10.00 до 19.00 или с 09.00 до 18.00; Работа с известными брендами (Electrolux, Mitsubishi, Ballu, и.т.д.); Оформление по ТК РФ (с первого дня работы), оплачиваемый отпуск, больничный; Достойный уровень дохода (оклад и бонус по результатам работы, обсуждается с успешным кандидатом индивидуально); Корпоративные мероприятия и специальные предложения для сотрудников компании от партнеров: фитнес, обучение; Развитие внутри компании: корпоративная электронная библиотека, дистанционное обучение; Корпоративная поликлиника, кафе на территории офиса; Скидки на продукцию компании; Молодой и активный коллектив; Возможность карьерного роста в крупной стабильной компании. ",Проведение презентаций Активные продажи Продвижение бренда MS PowerPoint Публичные выступлени,https://hh.ru/vacancy/54767950?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Product%20manager
